Level1	Level2	Level3	SEED_Function	P08	S19	P18	C08	S04
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Biosynthesis extended	"Ornithine_aminotransferase_(EC_2.6.1.13);_Succinylornithine_transaminase_(EC_2.6.1.81);_Acetylornithine_aminotransferase_(EC_2.6.1.11);_N-succinyl-L,L-diaminopimelate_aminotransferase_(EC_2.6.1.17)"	0	0	0.222222222	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Biosynthesis extended	Ornithine_carbamoyltransferase_(EC_2.1.3.3)	2.017857143	0.340909091	1.1004329	0.25	0.683333333
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Biosynthesis extended	Predicted_acetyltransferase	0	0	0	0	2
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Biosynthesis extended	Predicted_alternative_deacetylase_in_ectoine_utilization_(replaces_DoeB)	0	1	4.5	0	0.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Biosynthesis extended	Predicted_arginine_uptake_transporter	2	19	2	2	14
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Biosynthesis extended	putative_membrane_protein	0	2	0	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Deiminase Pathway	Arginine/ornithine_antiporter_ArcD	25.3952381	29.56666667	9.9	12.33333333	26.0952381
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Deiminase Pathway	Arginine_deiminase_(EC_3.5.3.6)	25.24752791	7.066666667	6	2.666666667	8.266666667
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Deiminase Pathway	"Arginine_pathway_regulatory_protein_ArgR,_repressor_of_arg_regulon"	3.166666667	3.666666667	0.666666667	0.666666667	4.4
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Deiminase Pathway	Carbamate_kinase_(EC_2.7.2.2)	17.80357143	3.333333333	3	1.761904762	11.25
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Deiminase Pathway	N-succinylornithine_carbamoyltransferase_(EC_2.1.3.11)	0	0	0	0.333333333	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Deiminase Pathway	Ornithine_carbamoyltransferase_(EC_2.1.3.3)	38.55238095	6.38030303	8.685858586	0.726190476	13.03571429
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine Deiminase Pathway	hypothetical_protein	0	0.333333333	0	0	0.333333333
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"ABC_transporter,_substrate-binding_protein"	6	1.5	1	2	1.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	ABC_transporter_related	1	1	0	0	0.142857143
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Acetylornithine_aminotransferase_(EC_2.6.1.11)_/_N-succinyl-L,L-diaminopimelate_aminotransferase_(EC_2.6.1.17)_/_Succinylornithine_transaminase_(EC_2.6.1.81)"	1.35	1.25	0.5	0	1.306818182
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Agmatinase_(EC_3.5.3.11)	5.833333333	12	9	6	13
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Agmatine_deiminase_(EC_3.5.3.12)	35.5	5.5	6.5	4	13.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginase/agmatinase/formimionoglutamate_hydrolase,_arginase_family"	1	0	6	3	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Arginase_(EC_3.5.3.1)	4	1	4	2	2
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Arginine/agmatine_antiporter	0.5	0	0.5	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginine/ornithine_ABC_transporter,_ATP-binding_protein_AotP"	1	3	1	1	7
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginine/ornithine_ABC_transporter,_periplasmic_arginine/ornithine_binding_protein"	2	0	0	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginine/ornithine_ABC_transporter,_permease_protein_AotQ"	1	4	0	0	9
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Arginine/ornithine_antiporter_ArcD	9.802380952	9.466666667	3.8	4.333333333	10.80238095
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginine_ABC_transporter,_ATP-binding_protein_ArtP"	0	3	1	0	9.857142857
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginine_ABC_transporter,_periplasmic_arginine-binding_protein_ArtI"	4	4	1	1	4
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginine_ABC_transporter,_periplasmic_arginine-binding_protein_ArtJ"	0	0	2	1	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginine_ABC_transporter,_permease_protein_ArtM"	6	2	1	0	3
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginine_ABC_transporter,_permease_protein_ArtQ"	4	0	4	1	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginine_N-succinyltransferase,_alpha_subunit_(EC_2.3.1.109)"	1	0	0	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginine_N-succinyltransferase,_beta_subunit_(EC_2.3.1.109)"	1	0	0	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Arginine_N-succinyltransferase_(EC_2.3.1.109)	11	19	4	5	8
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginine_decarboxylase,_catabolic_(EC_4.1.1.19)"	0	4	0	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Arginine_decarboxylase_(EC_4.1.1.19)	0.305555556	0	0.555555556	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Arginine_decarboxylase_(EC_4.1.1.19);_Ornithine_decarboxylase_(EC_4.1.1.17);_Lysine_decarboxylase_(EC_4.1.1.18)	0.472222222	0	0.472222222	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Arginine_decarboxylase_(EC_4.1.1.19)_/_Ornithine_decarboxylase_(EC_4.1.1.17)	1.25	0.5	1	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Arginine_deiminase_(EC_3.5.3.6)	17.75247209	6.933333333	4	2.333333333	5.733333333
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Arginine_pathway_regulatory_protein_ArgR,_repressor_of_arg_regulon"	3.666666667	2.666666667	2.666666667	1.166666667	5.2
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Arginine_permease_RocC	0	0	1	0	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Arginine_permease_RocE	2	0	2	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Biosynthetic_arginine_decarboxylase_(EC_4.1.1.19)	5.5	25	8.833333333	9.5	16
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	COG1982:_Arginine/lysine/ornithine_decarboxylases	0	0	0	0.333333333	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Carbamate_kinase_(EC_2.7.2.2)	5.869047619	2.333333333	0.666666667	0.619047619	6.25
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.2.1.88)	0	0	0.5	0.5	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Guanidinobutyrase_(EC_3.5.3.7)	4.333333333	2	8	1	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Histidine_ABC_transporter,_ATP-binding_protein_HisP_(TC_3.A.1.3.1)"	9.333333333	4.5	4.5	3	5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Histidine_ABC_transporter,_histidine-binding_periplasmic_protein_precursor_HisJ_(TC_3.A.1.3.1)"	13	1	7	3	12
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Histidine_ABC_transporter,_permease_protein_HisM_(TC_3.A.1.3.1)"	12	15	6	4	18
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Histidine_ABC_transporter,_permease_protein_HisQ_(TC_3.A.1.3.1)"	16	0	8	3	8
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Lysine-arginine-ornithine-binding_periplasmic_protein_ArgT_(TC_3.A.1.3.1)	0	8	0	0	2
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Lysine-arginine-ornithine-binding_periplasmic_protein_precursor_(TC_3.A.1.3.1)	5	8.5	2	0	10.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Lysine_decarboxylase,_inducible_(EC_4.1.1.18)"	1.5	0.5	0.5	0	0.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	N-carbamoylputrescine_amidase_(EC_3.5.1.53)	0	0.25	2.5	0	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	N-carbamoylputrescine_amidase_(EC_3.5.1.53)_/_Aliphatic_amidase_AmiE_(EC_3.5.1.4)	0	2.25	0	1.5	0.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	N-succinylornithine_carbamoyltransferase_(EC_2.1.3.11)	0	0	0	0.833333333	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	NAD-specific_glutamate_dehydrogenase_(EC_1.4.1.2);_NADP-specific_glutamate_dehydrogenase_(EC_1.4.1.4)	2.125	0.325	3.475	0.873913044	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	NADP-specific_glutamate_dehydrogenase_(EC_1.4.1.4)	1.511111111	1.775	0.2	1.376470588	1.4
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Ornithine_aminotransferase_(EC_2.6.1.13)	0	0.4	0	0	0.333333333
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Ornithine_aminotransferase_(EC_2.6.1.13);_Succinylornithine_transaminase_(EC_2.6.1.81)	0	0	0	0.2	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Ornithine_aminotransferase_(EC_2.6.1.13);_Succinylornithine_transaminase_(EC_2.6.1.81);_Acetylornithine_aminotransferase_(EC_2.6.1.11);_N-succinyl-L,L-diaminopimelate_aminotransferase_(EC_2.6.1.17)"	0	0	0.111111111	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Ornithine_carbamoyltransferase_(EC_2.1.3.3)	15.28571429	6.198484848	8.479076479	0.869047619	9.435714286
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Ornithine_cyclodeaminase_(EC_4.3.1.12)	1.666666667	2.666666667	6	1.333333333	5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Ornithine_decarboxylase_(EC_4.1.1.17)	13.56071429	5.857142857	6.86	2.428571429	6.989285714
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	"Ornithine_decarboxylase_(EC_4.1.1.17),_eukaryotic"	0	4.1	1	0.904761905	1.9
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Phospholipid_ABC_transporter_ATP-binding_protein_MlaF	0	0	0.5	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Proline_dehydrogenase_(EC_1.5.5.2)_/_Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.2.1.88)	0.333333333	4.857575758	2.342857143	0.5	5.131818182
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Proline_dehydrogenase_(EC_1.5.99.8)_(Proline_oxidase)_/_Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.2.1.88)	0.111111111	3.692099567	1	1.5	1.840909091
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Proline_dehydrogenase_(EC_1.5.99.8)_(Proline_oxidase)_/_Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.5.1.12)	1.333333333	4.715909091	2.342857143	2.533333333	8.439393939
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	S-methylmethionine_permease	4	0	4	1	3.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	S-methylmethionine_permease_#_premature_stop	1	0	0	0	0.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Succinylarginine_dihydrolase_(EC_3.5.3.23)	9	15	4	7	10
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Succinylglutamate_desuccinylase_(EC_3.5.1.96)	8	17	5	2	7
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Succinylglutamic_semialdehyde_dehydrogenase_(EC_1.2.1.71)	3	24	9	4	24
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Succinylornithine_transaminase_(EC_2.6.1.81)	5	0	4	1.5	2
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Transcriptional_repressor_of_PutA_and_PutP_/_Proline_dehydrogenase_(EC_1.5.5.2)_/_Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.2.1.88)	0.055555556	0	0.083333333	0	0.06122449
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Transcriptional_repressor_of_PutA_and_PutP_/_Proline_dehydrogenase_(EC_1.5.99.8)_(Proline_oxidase)_/_Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.2.1.88)	0.541666667	0.111111111	1.571428571	0	0.965058751
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	Transcriptional_repressor_of_PutA_and_PutP_/_Proline_dehydrogenase_(EC_1.5.99.8)_(Proline_oxidase)_/_Delta-1-pyrroline-5-carboxylate_dehydrogenase_(EC_1.5.1.12)	3.463888889	0.955555556	1.797619048	0.333333333	2.111750155
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Arginine and Ornithine Degradation	hypothetical_protein	0	0.333333333	0.5	0	0.833333333
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Cyanophycin Metabolism	Asparagine_synthetase_[glutamine-hydrolyzing]_(EC_6.3.5.4)	0.5	1.5	1.833333333	0.5	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Cyanophycin Metabolism	Cyanophycin_synthase_(EC_6.3.2.29)(EC_6.3.2.30)	0	0	1	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Cyanophycin Metabolism	Cyanophycinase_(EC_3.4.15.6)	0	0	1	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Cyanophycin Metabolism	Glutamate--cysteine_ligase_(EC_6.3.2.2)	0	0	0	0.666666667	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	D-nopaline catabolic operon	D-octopine_dehydrogenase_(EC_1.5.1.11)	0	0	0	1	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	4-aminobutyraldehyde_dehydrogenase_(EC_1.2.1.19)	2.928571429	1.428571429	6.428571429	2.728571429	3.428571429
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	5'-methylthioadenosine/S-adenosylhomocysteine_nucleosidase_related_protein_VF1653	0.166666667	0	0	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	5'-methylthioadenosine_nucleosidase_(EC_3.2.2.16)_@_S-adenosylhomocysteine_nucleosidase_(EC_3.2.2.9)	2.13452381	2.358291562	0.891269841	0.610714286	0.878968254
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	"ABC_transporter,_ATP-binding_protein"	0	0	0	0	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	"ABC_transporter,_periplasmic_spermidine_putrescine-binding_protein_PotD_(TC_3.A.1.11.1)"	16.5	15.36309524	8	2.5	19.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	"ABC_transporter,_substrate-binding_protein"	0	0	1	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	ABC_transporter_ATP-binding_protein_YdcT	2.833333333	0	3	0	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	ABC_transporter_periplasmic-binding_protein_YdcS	4.833333333	0	1	0	2
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	ABC_transporter_permease_protein_YdcU	2	1	2.666666667	1	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	ABC_transporter_permease_protein_YdcV	2	0	1	0	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Agmatinase_(EC_3.5.3.11)	5.833333333	17	9	6	14
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	"Agmatine/putrescine_antiporter,_associated_with_agmatine_catabolism"	27	5.5	7	1	9.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Agmatine_deiminase_(EC_3.5.3.12)	35.5	5.5	8.5	4	15.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Amino_acid_protein_transporter	1	1.5	0	0	0.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Arginine/agmatine_antiporter	0.5	0	0.5	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Arginine/ornithine_antiporter_ArcD	4.802380952	12.96666667	2.3	3.333333333	10.10238095
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	"Arginine_decarboxylase,_catabolic_(EC_4.1.1.19)"	0	4	0	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Arginine_decarboxylase_(EC_4.1.1.19)	0.305555556	0	0.555555556	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Arginine_decarboxylase_(EC_4.1.1.19);_Ornithine_decarboxylase_(EC_4.1.1.17);_Lysine_decarboxylase_(EC_4.1.1.18)	0.472222222	0	0.472222222	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Arginine_decarboxylase_(EC_4.1.1.19)_/_Ornithine_decarboxylase_(EC_4.1.1.17)	1.25	0.5	1	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Aromatic_amino_acid_transport_protein_/_Tyrosine-specific_transport_protein_##_TyrP	1	0	0	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Biosynthetic_arginine_decarboxylase_(EC_4.1.1.19)	5.5	25	8.833333333	9.5	16
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Carbamate_kinase_(EC_2.7.2.2)	6.994047619	2.333333333	1	0.619047619	7.25
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	"Carboxynorspermidine_decarboxylase,_putative_(EC_4.1.1.-)"	0	0	0.5	0	0
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Carboxynorspermidine_decarboxylase_(EC_4.1.1.96)	0.5	3.666666667	1.5	2	8.238095238
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	"Carboxynorspermidine_dehydrogenase,_putative_(EC_1.1.1.-)"	0.5	7.55	0.666666667	0	7.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Carboxynorspermidine_dehydrogenase_#_truncated	0	0.2	0	0	0.5
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	Carboxynorspermidine_synthase_(EC_1.5.1.43)	0.5	2.25	1.333333333	0	1
Amino Acids and Derivatives	"Arginine; urea cycle, polyamines"	Polyamine Metabolism	N-carbamoylputrescine_amidase_(EC_3.5.1.53)	0	0.25	3.5	0	1.333333333
